sentence,label
Public subsidies enabling free bus travel for older persons may confer significant population health benefits through increased incidental physical activity,2
[...] that adherence to the DGA was associated with lower total and cause-specific mortality in a low-income population [...],1
"In this study, adults with BLV, ID, or SCI were less likely to receive and adhere to CRC screening recommendations than those without these disabilities.",0
Cranberry juice did not significantly reduce UTI risk compared with placebo.,3
"Our PCMH-guided intervention, which represented a modest but substantive step toward the PCMH vision, had favorable effects on patient and resident satisfaction at a safety-net teaching clinic but did not reduce emergency department or hospital utilization in the first year.",3
The setting and provider type did not influence the effectiveness of preventive oral health services on children’s overall oral health.,0
Combining performance-based user testing with expertise in writing for patients and information design led to a significantly improved and preferred information sheet.,3
"The findings do not support an independent
association between vasectomy and prostate cancer",0
Excess expenditures associated with  diabetes were substantial among both AMI and AIS patients,1
These findings suggest that  exposure to modest levels of arsenic in drinking water was associated with increased  risk of T2DM in Bangladesh,1
"Compared with nonmacrolide antibiotics, macrolide antibiotics were not  associated with a higher risk of ventricular arrhythmia and were associated with a  lower risk of all-cause mortality",2
The ability of 75-100 mg aspirin to reduce  cardiovascular events decreased with increasing weight,3
BNP is a strong predictor of  mortality in older adults with Chagas disease.,2
Depression and antidepressant use for  mood indication are common in young adult incident patients initiating HD and and  are associated with higher hospitalization rates during the first year,1
Pandemic vaccination did not  influence risk of hospitalization,2
There is an association between use of antipsychotic drugs and risk of venous  thromboembolism in a large primary care population.,0
This study suggests that the protective effect from farm upbringing on subsequent asthma development could not be explained by selective migration.,1
"In adults aged 60-64 years, participation in self-selected activities  such as LTPA and walking are positively related to mental well-being, whereas total  levels of free-living PA are not.",1
Genetic epidemiology shows that the apparently protective effects of moderate alcohol intake against stroke are largely non-causal.,3
The mortality rate for patients undergoing inpatient non-cardiac surgery was higher than anticipated.,2
"Among VA patients meeting eligibility criteria for liver transplantation, greater distance from a VATC or any transplant center was associated with lower likelihood of being waitlisted, receiving a liver transplant, and greater likelihood of death.",2
Acid-suppressing drug use substantially increased the likelihood of recurrent pneumonia in high-risk elderly patients.,2
The ACA policy change was associated with an increase in breastfeeding duration by 10% (0.57 months; P = .007) and duration of exclusive breastfeeding by 21% (0.74 months; P = .001) among the eligible population,2
"Cross-sectional associations between men's attitudes towards IPV and reported IPV were not significant in Wave 1, while positively and significantly associated in Waves 2 and 3.",2
". Greater adherence
to the WCRF/AICR cancer prevention recommendations was not associated with BCIS risk",0
"In the multivariable Cox regression model, diabetic patients with poor glycemic control (FPG > 130 mg/dl) had a significantly higher hazard of TB (adjusted hazard ratio [aHR] 2.21, 95% CI 1.63–2.99, p < 0.001) compared to those without diabete",2
